Gene,Value
IRX3,1.13753269
IRX5,0.394737606
AMFR,0.815356703
NUDT21,0.650971593
MT2,2.525555455
MT1,5.22991485
HERPUD1,5.98666637
CPNE2,0.722948493
FAM192A,0.471487776
ARL2BP,1.247227016
CIAPIN1,0.579538693
POLR2C,0.895771272
ADGRG1,2.522257754
ADGRG3,0.691152238
CFAP20,0.313113721
CSNK2A2,0.876947476
CNOT1,0.396176081
GOT2,0.331606867
CDH5,11.54522655
CMTM3,1.162591916
DYNC1LI2,0.407375818
NAE1,0.453554356
FAM96B,0.900333454
CBFB,0.379283792
E2F4,0.533734573
TMEM208,0.995552584
ATP6V0D1,0.646381212
RIPOR1,0.699607116
CTCF,0.583932556
PSMB10,1.592417049
SLC12A4,0.334634794
GM10073,1.076764181
CHTF8,0.327860737
UTP4,0.328259493
SNTB2,3.206569074
NIP7,1.441247419
CYB5B,0.579566161
NFAT5,4.87920471
NOB1,0.69772995
PSMD7,2.960546486
ZFHX3,1.569103305
DHX38,0.323160982
IST1,0.461666521
AP1G1,0.359867693
SF3B3,1.61639229
AARS,1.19039628
GLG1,0.694198792
MLKL,0.555540445
ZNRF1,2.180082558
BCAR1,0.427667434
CFDP1,1.146285772
GABARAPL2,3.921755723
KARS,0.362304661
TERF2IP,0.369590512
MAF,2.291089288
CMIP,1.621755008
CDH13,0.546290475
HSBP1,1.452344317
MBTPS1,0.404031625
COTL1,0.710219552
USP10,1.04594271
EMC8,0.415857502
COX4I1,6.289235485
IRF8,1.984324603
MAP1LC3B,8.900729775
ZCCHC14,1.175843926
KLHDC4,0.354501617
SLC7A5,1.527288542
ZFPM1,0.34435523
ZC3H18,0.50800529
CYBA,1.323077894
PIEZO1,0.926890583
APRT,1.693263406
TRAPPC2L,0.343940368
CBFA2T3,0.369111294
ANKRD11,4.644622422
RPL13,55.76980164
TCF25,0.997543934
2310022B05RIK,0.374760514
2810004N23RIK,0.377646121
SIPA1L2,0.367835102
IRF2BP2,1.088258226
TOMM20,6.409262776
ITGB1,5.491644363
FLNB,0.814713408
PXK,0.974735117
PDHB,0.759934138
PTPRG,0.451929026
THOC7,0.74017294
ATXN7,0.524315968
PSMD6,1.038349192
SLC4A7,0.81609281
TOP2B,0.534049904
NR1D2,0.565121106
RPL15,27.37244455
UBE2E1,0.94376196
UBE2E2,0.359028772
NID2,0.471472162
RTRAF,2.745387066
GNG2,0.440562705
SAYSD1,0.527339481
MRPS16,0.563216406
ANXA7,1.596899942
PPP3CB,0.470989722
CHCHD1,0.69387554
ZSWIM8,0.35614316
PLAU,0.963851827
VCL,0.522149435
SAMD8,0.337491545
VDAC2,3.07855408
RPS24,48.91770542
ZMIZ1,0.899188763
ANXA11,0.580200747
ARF4,4.438747307
PDE12,0.427409677
APPL1,0.596583246
ARHGEF3,0.403063589
FAM208A,0.349743035
SELENOK,7.27384551
TKT,0.505132485
MUSTN1,1.56629162
SPCS1,1.870562393
GNL3,3.914653319
PBRM1,1.015458784
STAB1,0.952050961
NISCH,0.393829599
SH3BP5,1.870952541
METTL6,0.307332084
EAF1,0.729706602
ANKRD28,0.864161221
GALNT15,0.572182187
DPH3,1.427203466
NCOA4,0.3353525
GLUD1,2.064012184
SNCG,0.310681884
MMRN2,1.825283257
WAPL,1.131669538
CCSER2,1.184326286
GHITM,1.57234841
TSPAN14,0.802490584
AC160336.1,1.32194879
PSMC6,1.882468294
FERMT2,2.642223637
BMP4,2.029779822
CNIH1,0.89126094
GMFB,0.35937868
CGRRF1,0.33216353
GCH1,3.536687238
MAPK1IP1L,0.845934599
LGALS3,0.321588613
KTN1,1.090244272
EXOC5,0.698866846
APEX1,1.062064424
TMEM55B,0.610597437
PNP,6.310736351
RNASE4,1.302791993
HNRNPC,2.105049183
SUPT16,0.940277429
CHD8,0.305165589
TOX4,0.793775335
DAD1,4.297219305
OXA1L,0.340140847
SLC7A7,0.409539223
MRPL52,1.977519748
MMP14,0.836094134
LRP10,0.668126359
PSMB5,1.807806071
ACIN1,0.99099818
1700123O20RIK,0.465501597
PABPN1,0.315189676
NGDN,0.663355086
PCK2,0.527265539
PSME1,4.060634647
PSME2,3.511660209
IRF9,1.713476375
NEDD8,2.352767824
ADCY4,1.175241214
RIPK3,0.807404721
MPHOSPH8,0.71489381
PSPC1,0.529842686
ZMYM5,0.51354214
LATS2,0.462227439
SAP18,1.613317036
MRPL57,0.379437489
ZDHHC20,0.661979792
PHF11D,1.895369969
SETDB2,0.326201285
CTSB,3.291135561
SOX7,1.121761811
CCDC25,0.475338965
CLU,1.292520338
TRIM35,2.253527318
DPYSL2,0.47925279
BNIP3L,1.775971981
PPP2R2A,1.439563494
STC1,1.330456407
SLC39A14,0.518950425
POLR3D,0.482918183
DMTN,0.3239861
FNDC3A,1.400601599
LPAR6,2.374600842
ITM2B,15.12991157
MED4,0.675274716
SUCLA2,0.483570385
ESD,2.130339597
ZC3H13,0.7756345
TPT1,81.94161212
GTF2F2,0.32369136
NUFIP1,0.540451382
TSC22D1,2.187065842
DNAJC15,0.581144335
AKAP11,0.49741924
DGKH,1.120867875
RGCC,1.767651052
WBP4,0.902953737
ELF1,2.216428994
SUGT1,1.254031692
PCDH17,0.570273298
MZT1,0.376295139
DIS3,0.322375987
COMMD6,0.307362437
UCHL3,1.033574097
LMO7,0.383457123
KCTD12,1.695990772
FBXL3,0.667794133
MYCBP2,0.970564475
EDNRB,1.60964076
RBM26,0.549879645
NDFIP2,2.469744906
GM10076,4.317326282
SPRY2,0.401745967
TPM3-RS7,4.174710776
DNAJC3,1.529335846
MBNL2,1.800555951
IPO5,0.606770164
STK24,0.351687678
DOCK9,0.670800698
TM9SF2,0.840809994
CWF19L2,0.52746353
AASDHPPT,0.392510787
CASP4,3.443411804
DCUN1D5,1.598368461
TMEM123,0.410604647
BIRC2,0.639134147
BIRC3,0.33824351
YAP1,1.128084943
MTMR2,0.412475901
FAM76B,0.389535957
SESN3,0.378726229
ENDOD1,1.202344494
CWC15,2.217587733
AMOTL1,1.383703463
TAF1D,1.130465911
SMCO4,0.391965259
CHORDC1,0.474763272
ZFP266,0.318594168
UBL5,2.474434345
PIN1,0.918504909
PPAN,1.0685986
EIF3G,0.906734979
DNMT1,0.42068147
MRPL4,0.572483489
ICAM1,3.817587872
CDC37,1.559763702
SLC44A2,0.58851824
ILF3,0.655452854
DNM2,0.705689134
SMARCA4,0.650223612
DOCK6,0.520875415
TMEM205,0.429371854
PRKCSH,0.357486493
ELOF1,0.446415517
RP9,0.346404423
HERPUD2,0.46755338
7-Sep,4.514912172
JAM3,0.446022408
APLP2,5.780078808
FLI1,0.98103721
ETS1,2.87564332
ST3GAL4,1.000100796
SRPR,1.30719569
STT3A,0.481914714
EI24,0.364065314
ROBO4,0.970757472
ESAM,1.194700332
TBRG1,2.44942374
VWA5A,0.329660366
HSPA8,13.83730946
UBASH3B,0.331640295
ARHGEF12,1.193646155
OAF,0.933511691
MCAM,0.557847457
H2AFX,0.366838446
TRAPPC4,0.650114602
RPS25,7.0184879
DDX6,0.870023601
PHLDB1,0.598545304
ARCN1,0.824296821
KMT2A,0.640596443
ATP5L,4.319171956
FXYD6,10.53947625
TAGLN,0.788811889
PAFAH1B2,0.735730931
SIK3,0.955630964
REXO2,1.244358698
RBM7,1.669748208
RPL10-PS3,0.511808429
SDHD,0.513407071
TIMM8B,0.657032994
AU019823,0.517863544
CRYAB,0.362061829
FDX1,0.514683328
RDX,1.11062021
DDX10,0.492342777
KDELC2,0.310621631
ACAT1,0.452887108
CUL5,0.745481382
IDH3A,0.447484841
WDR61,0.381628695
PSMA4,1.801187241
ETFA,0.536696448
RCN2,0.558652755
TSPAN3,0.867905739
PEAK1,2.039052939
IMP3,1.266873052
COX5A,3.870088517
SCAMP2,0.640908181
CYP1A1,1.572344939
CLK3,0.643727385
SEMA7A,0.833918088
PML,0.517975983
NPTN,1.183059628
ARIH1,0.92931551
HEXA,0.840775726
PKM,4.848094758
UACA,1.092992247
TLE3,0.422683222
RPLP1,23.17179066
ANP32A,1.413803318
PIAS1,0.414418481
RPL4,7.25538389
MAP2K1,0.67326463
RAB11A,4.701755312
DENND4A,0.742002472
CLPX,0.44140218
PDCD7,0.482491275
SPG21,0.425494885
PLEKHO2,0.92547178
OAZ2,0.338698592
PPIB,3.985567008
HERC1,0.429824967
USP3,0.422672383
RAB8B,1.159970366
RPS27L,3.726608623
TPM1,0.859842123
ANXA2,12.59341376
BNIP2,2.442595043
GTF2A2,1.17727471
MYO1E,0.985089624
RNF111,0.623791568
SLTM,1.449977918
MINDY2,0.738810948
ADAM10,1.511176546
POLR2M,2.008288769
MYZAP,0.557220524
CGNL1,2.728088899
TCF12,0.757083774
ZFP280D,0.415079924
NEDD4,2.82372961
RSL24D1,0.938370012
ARPP19,1.926443837
MAPK6,0.716569623
LEO1,0.596248308
TMOD3,1.585064146
LYSMD2,0.766879603
GCLC,0.640135317
EEF1A1,62.08904316
COX7A2,4.410875224
TMEM30A,1.239167114
FILIP1,0.428550375
SENP6,1.541205996
MYO6,1.167916546
PHIP,0.687184995
SH3BGRL2,0.314095714
IBTK,0.358711303
SYNCRIP,1.435573685
TMED3,0.572748948
MORF4L1,4.877528147
PLSCR2,0.303157346
CHST2,3.503156022
U2SURP,1.203346621
XRN1,0.377462689
ATP1B3,2.938869996
RNF7,3.097129299
RASA2,0.566829667
ZBTB38,0.657830183
SLC25A36,0.434243899
COPB2,1.117126182
MRAS,1.416763591
NCK1,1.867473732
STAG1,0.82358802
MSL2,0.302172135
RYK,0.357871972
SLCO2A1,2.798618241
TRF,0.658224008
TOPBP1,0.411935793
CDV3,1.940095553
UBA5,0.660472805
DNAJC13,0.386334291
MRPL3,0.442299859
WDR82,0.321765348
RPL29,2.580762018
RRP9,0.718419749
MANF,2.583512701
TMEM115,0.365759759
RASSF1,1.317060651
TUSC2,0.338065038
HYAL2,0.635714037
GNAI2,6.315690365
SEMA3F,0.620200654
RBM5,0.709204397
RBM6,0.322050091
IP6K1,0.475076432
DAG1,0.358679057
RHOA,6.053481635
GPX1,5.181710048
USP4,0.317042618
USP19,0.416050255
QRICH1,0.547715997
IMPDH2,1.16829917
UQCRC1,0.649843978
SHISA5,2.966273827
TMA7,1.506968428
MAP4,0.705515438
DHX30,0.3849122
SETD2,0.509007143
CCDC12,1.004743685
LRRFIP2,0.347523168
PDCD6IP,1.324675516
UBP1,0.337158441
CRTAP,0.376545629
DYNC1LI1,0.734654341
CMTM6,0.396831297
RPS27RT,0.781952198
STT3B,1.262969242
TGFBR2,1.79839418
AZI2,0.992634589
GOLGA4,0.349164551
ITGA9,0.716294483
MYD88,0.366951641
WDR48,0.499442846
RPSA,25.87872239
EIF1B,1.343084228
RPL14,9.414446641
CTNNB1,6.024682421
TRAK1,0.319834785
SS18L2,0.339637484
NKTR,1.437194643
HIGD1A,1.673417339
ACKR2,1.960932526
SNRK,1.114115005
ABHD5,0.516380449
LZTFL1,0.731929488
DRG1,0.638227719
SELENOM,1.27017267
SLC35E4,0.411641492
TCN2,1.431601982
UQCR10,1.904706584
GAS2L1,0.394311427
EWSR1,1.69999215
EMID1,0.351410463
XBP1,1.89302452
MRPS24,1.134740938
AEBP1,2.267125654
YKT6,0.340017323
NUDCD3,0.399484309
DDX56,0.307510279
OGDH,0.305436451
PPIA,33.68636393
H2AFV,0.963568375
PURB,2.875595685
IGFBP3,0.332941153
UPP1,4.063108883
GRB10,1.222779228
SEC61G,2.715476615
PNO1,0.684115914
C1D,0.998848228
ACTR2,0.977408621
RAB1A,1.073082013
SERTAD2,0.406715029
AFTPH,0.423563692
PELI1,0.623558269
UGP2,0.308427346
MDH1,0.345648068
COMMD1,0.651623982
CCT4,2.592431021
USP34,1.160037871
REL,0.369104096
PNPT1,0.327200649
PPP4R3B,0.534452206
CFAP36,0.380849871
CCDC88A,0.428301997
RPS27A,36.63670607
RTN4,4.353604231
SPTBN1,6.574734072
ACYP2,0.423855666
PSME4,0.380950925
ERLEC1,0.363766446
BOD1,0.890675023
CPEB4,0.34662576
HBA-A1,0.337742412
FBXW11,0.314619933
NPM1,11.34716712
RARS,1.365955551
MAT2B,0.532640851
SLU7,0.522915531
TTC1,0.493644426
EBF1,0.57477686
CLINT1,1.266155555
ADAM19,0.422412419
MED7,0.687140113
RACK1,9.627051835
IRGM1,3.64916865
IFI47,3.011977411
FLT4,0.736345651
CNOT6,0.614745446
RNF130,1.035710395
SQSTM1,8.730259003
MGAT4B,0.866188543
LTC4S,0.758163063
MAML1,0.346898844
CANX,1.561756872
HNRNPH1,2.56096966
CLK4,1.186350074
COL23A1,0.60336399
HNRNPAB,3.770338323
NHP2,2.244156982
RMND5B,1.407440868
N4BP3,2.277320509
SAR1B,1.109046416
UBE2B,2.408452493
PPP2CA,2.882395707
SKP1A,0.904928767
VDAC1,0.657820132
9530068E07RIK,0.499573375
HSPA4,2.246527916
ZCCHC10,0.354882568
AFF4,1.268460367
UQCRQ,9.945636886
IRF1,1.96182048
PDLIM4,1.571971849
FNIP1,0.921105753
RAPGEF6,0.589938334
CDC42SE2,0.31465478
HINT1,4.760436597
TNIP1,1.168357641
ANXA6,0.396837768
SPARC,15.19904475
ATOX1,5.375104141
G3BP1,4.105595988
FAM114A2,0.394969818
SAP30L,0.521678312
LARP1,1.109095468
MRPL22,0.547451234
IGTP,4.76641182
IRGM2,1.46088262
RNF187,0.645643246
GUK1,0.442127083
ARF1,5.107525702
MPRIP,1.502052072
COPS3,0.524654599
ALKBH5,0.675808454
FLII,0.313785533
TMEM11,1.252218874
MAP2K3,4.930241729
GRAP,0.771006865
TTC19,0.30501987
NCOR1,1.086132465
UBB,24.96701308
TRIM16,0.440786438
PMP22,1.187105358
GAS7,0.62256351
STX8,0.409037024
NTN1,0.860168581
NDEL1,1.265481519
RPL26,12.72019202
VAMP2,0.311258301
KDM6B,1.350541815
TRP53,1.579001975
EIF4A1,9.701671368
SENP3,0.306426114
POLR2A,0.856904896
TMEM256,0.889627341
PLSCR3,0.611136923
GPS2,0.322684881
EIF5A,11.48157953
ELP5,0.647156151
CTDNEP1,0.860825788
GABARAP,6.997136229
ACADVL,0.325346083
BCL6B,1.570837027
0610010K14RIK,0.440163917
CXCL16,1.093560697
PSMB6,3.253765447
PFN1,5.398032115
SPAG7,0.497320619
RABEP1,0.885071799
RPAIN,0.407686157
C1QBP,2.526780203
DERL2,0.382861085
TXNDC17,1.591474394
MED31,0.938193347
XAF1,2.092818557
MYBBP1A,0.753537262
SPNS2,0.908391299
UBE2G1,0.933899992
ANKFY1,0.359211153
EMC6,1.897429611
TAX1BP3,0.776555399
PAFAH1B1,3.228119422
METTL16,0.410913713
SMG6,0.322563681
PRPF8,0.513038264
SCARF1,0.429874641
PITPNA,2.462642888
MYO1C,0.422741142
CRK,0.975248142
YWHAE,4.5385953
GLOD4,0.361169201
NXN,0.705570176
TIMM22,0.501226369
CPD,0.61180112
BLMH,0.413077336
NSRP1,0.347261343
SSH2,0.756432355
GIT1,1.190655675
TAOK1,0.787826387
NUFIP2,0.621113199
RPL23A,3.18644684
SUPT6,0.772927657
SDF2,1.021858025
2610507B11RIK,0.402213899
TNFAIP1,1.213200492
IFT20,0.879950131
LGALS9,1.459799821
WSB1,0.768261629
SUZ12,0.576893189
ZFP207,0.954505935
PSMD11,2.6928392
MYO1D,0.773503909
CCL2,19.61802218
CCL7,1.545151428
ZFP830,0.641587363
UNC45B,0.455334531
SLFN5,5.27709987
SLFN2,2.392564546
AP2B1,0.395139752
TAF15,1.121419044
DDX52,0.441113755
GGNBP2,1.056949298
APPBP2,0.584491773
MED13,1.032880733
RNFT1,0.304955529
RPS6KB1,0.736684246
VMP1,0.934156157
PTRH2,0.376585948
CLTC,2.242417211
DHX40,0.329595655
YPEL2,1.172304419
4-Sep,0.362336731
SUPT4A,1.126304136
DYNLL2,0.624091415
SRSF1,0.576922662
VEZF1,1.066262925
MRPS23,0.413201319
SCPEP1,0.395986747
TRIM25,0.59804078
UTP18,1.015354451
NME1,2.01911214
SPAG9,6.0310106
LUC7L3,0.858014143
ANKRD40,0.339550547
LRRC59,1.210385401
MRPL27,0.468138501
PPP1R9B,0.425084735
KAT7,0.358878811
SLC35B1,0.657827491
SPOP,2.009565194
PHB,0.432178137
ABI3,1.012846431
GNGT2,2.331009427
SNF8,0.472120597
UBE2Z,0.51885736
ATP5G1,2.722706089
CBX1,0.824492673
NFE2L1,1.49150876
KPNB1,0.474268969
NPEPPS,0.348391895
ARHGAP23,0.684950413
PSMB3,2.199354232
RPL23,41.15957031
LASP1,0.571180352
RPL19,36.98109369
MED1,0.521379449
CDK12,0.727526665
MIEN1,0.504936983
PSMD3,1.42611906
CSF3,3.173656761
THRA,0.58021344
NR1D1,0.960732515
CASC3,0.414968677
RARA,0.536951811
IGFBP4,2.637933109
SMARCE1,1.008704196
KRT12,0.504754788
EIF1,40.26655998
JUP,0.592362049
FKBP10,0.315367173
DNAJC7,0.673528568
DHX58,0.654577601
RAB5C,3.064698369
STAT3,3.085717048
CAVIN1,1.431427256
RAMP2,3.195242648
COA3,0.585413953
BECN1,0.675814646
PSME3,0.331732334
RPL27,3.261298658
IFI35,3.054969414
VAT1,0.373757691
MEOX1,0.625976275
DUSP3,0.479685081
LSM12,1.245044105
UBTF,0.857774237
SLC25A39,0.396702508
GRN,1.265218027
GPATCH8,0.434894215
GJC1,0.685596328
NMT1,0.4916316
HEXIM1,0.370726164
ARHGAP27,0.315720704
RPRML,0.34309888
ARF2,0.83050694
KANSL1,0.560628009
TLK2,0.82055998
CCDC47,0.475876305
DDX42,0.617170995
FTSJ3,0.751940062
PSMC5,1.784582601
ICAM2,0.951541084
PECAM1,7.612604702
DDX5,12.88002372
SMURF2,1.040685853
BPTF,1.582106804
NOL11,0.584875447
PITPNC1,0.810469717
PSMD12,2.031995984
GNA13,1.962150845
PRKAR1A,3.456542841
SOX9,0.440423382
FAM104A,2.418451941
CDC42EP4,0.947587155
RPL38,9.988836564
CDR2L,0.707510182
ATP5H,4.341930335
JPT1,0.992919723
SUMO2,6.16768537
MRPS7,1.022476118
GRB2,1.570704746
SAP30BP,0.369883968
H3F3B,46.001553
WBP2,0.632480784
TRIM47,1.112424353
MRPL38,0.749942808
ACOX1,0.55928944
SRP68,0.301689772
UBALD2,3.129365574
SPHK1,0.897184893
RHBDF2,0.356045606
1810032O08RIK,0.728212086
JMJD6,0.593953374
SRSF2,3.992547707
SEC14L1,0.340005241
9-Sep,1.644009745
TNRC6C,0.405870563
SYNGR2,0.338137987
SOCS3,2.501434119
PGS1,0.858921339
USP36,0.433741573
TIMP2,5.979625472
EIF4A3,1.680299578
RNF213,4.065878039
NPTX1,0.533701034
BAIAP2,0.709052096
NDUFAF8,0.332293782
ACTG1,23.52687861
NPLOC4,0.339781941
MRPL12,1.422899469
MCRIP1,0.474048981
P4HB,0.753502269
ARHGDIA,2.484334344
ALYREF,1.991437304
ANAPC11,0.578551408
MAFG,1.392752509
CENPX,0.422866286
GPS1,0.469225384
CSNK1D,0.725086294
WDR45B,0.680921756
METRNL,0.739195321
GDI2,2.762034748
FAM208B,0.937049162
KLF6,9.030844799
PFKP,0.813310382
GTPBP4,2.299842951
LARP4B,0.569554281
ZMYND11,0.792018113
LGALS8,0.608109886
NID1,0.651708399
TBCE,0.362090322
GGPS1,0.409609749
ARID4B,1.511988868
MRPL32,1.625438602
PSMA2,3.681415829
MPLKIP,0.414224418
CDK13,0.4559384
RALA,0.69156873
YAE1D1,0.73308505
STARD3NL,0.41541569
ELMO1,0.678124414
TRIM27,0.560836437
ZSCAN26,0.325834827
ABT1,0.511831422
BC005537,0.959104062
GM11361,0.926828012
GM26735,0.368807556
SOX4,7.297198035
UQCRFS1,1.994337403
FOXC1,0.430595862
SERPINB9,0.749614764
SERPINB6A,3.009365674
RIPK1,0.789975697
TUBB2A,0.846254796
PSMG4,1.275733935
PXDC1,1.940902619
PRPF4B,1.08136076
ECI2,0.330754305
SSR1,0.845385387
RIOK1,0.751564404
SNRNP48,0.812081204
EEF1E1,0.742358323
SLC35B3,0.432604849
PAK1IP1,1.625472864
TMEM14C,0.676834888
NEDD9,5.227019778
HIVEP1,0.322464794
NOL7,1.198188252
MCUR1,0.503467961
DTNBP1,1.236673122
MYLIP,0.353375522
ATXN1,0.369017382
FAM8A1,0.374714375
NUP153,0.429065741
DEK,1.29883527
FAM120A,0.476953628
NINJ1,6.560597763
CARD19,2.758431979
NOL8,0.591539995
IARS,1.081165406
SPIN1,0.597959783
SECISBP2,0.504739767
GADD45G,4.228270179
NFIL3,1.467387143
THOC3,0.461806906
NOP16,0.862579525
HIGD2A,0.802182998
CLTB,2.543440354
FAF2,0.329423667
RNF44,0.317911775
UIMC1,0.352577573
NSD1,0.478175179
PRELID1,0.715419174
LMAN2,0.783455524
PDLIM7,1.559919818
DDX41,0.400924311
TMED9,2.752341098
B4GALT7,0.334471916
CAML,0.473269511
DDX46,0.773955905
B230219D22RIK,1.109438938
PCBD2,0.372114874
H2AFY,1.516236502
TGFBI,0.561224748
SMAD5,0.848440456
HNRNPA0,4.433449631
UBQLN1,0.537001663
GKAP1,0.370402196
HNRNPK,4.824890512
ZCCHC6,1.475237122
CTLA2A,19.73232916
2010111I01RIK,5.932082898
AAED1,0.351282671
CTSL,5.456059646
UQCRB,4.880228431
MTERF3,0.512108039
NSUN2,0.802506973
MED10,0.959389344
ICE1,0.412953041
NDUFS6,1.021431423
MRPL36,0.499300617
EXOC3,0.403193966
PDCD6,2.067369386
SDHA,0.478594899
CCDC127,0.499740816
FTL1-PS1,0.387439377
ERAP1,0.711409392
CAST,1.080475416
GLRX,0.30462357
MCTP1,0.588400127
ARRDC3,3.53278384
LYSMD3,0.434531136
CETN3,1.089757699
MEF2C,1.535752906
RASA1,0.74333614
COX7C,4.400343698
TMEM167,0.876964583
RPS23,21.90255875
ZCCHC9,0.332544294
PAPD4,0.586739868
JMY,0.456282328
TBCA,2.405240225
AGGF1,0.636507356
F2R,0.56803549
COL4A3BP,0.312550641
NSA2,1.676841188
HEXB,0.328445145
GM10260,5.207065785
BTF3,14.07201334
FCHO2,0.802315173
TNPO1,0.669622565
MAP1B,1.205442721
BDP1,0.770712654
SMN1,0.642750991
RAD17,0.368841572
AK6,0.626280085
PIK3R1,1.336314643
MAST4,4.984524892
SREK1,0.831301612
ERBIN,1.97911176
CWC27,0.314594582
IPO11,1.326468065
DIMT1,0.400591539
KIF2A,0.648654134
SMIM15,0.451104622
PLK2,3.365422828
GPBP1,1.348133885
MAP3K1,0.369506108
IL6ST,3.293325732
PLPP1,1.899964135
SKIV2L2,0.327859076
ARL15,0.400166401
NDUFS4,0.887096945
MOCS2,0.438960157
MRPS30,0.343558409
PAIP1,0.44159143
4833420G17RIK,0.378448201
ZFP131,0.656898767
RAB10OS,0.343129554
RAB10,2.460161331
PTRHD1,0.320147171
ITSN2,0.903171291
SF3B6,2.010175251
UBXN2A,0.59420348
RHOB,4.934035517
PUM2,1.316386919
LAPTM4A,9.258952347
SMC6,0.773341817
DDX1,0.411394969
ROCK2,1.73277735
PDIA6,1.091887111
NOL10,0.563575772
ODC1,7.613156442
HPCAL1,0.304862589
ASAP2,0.409413433
ITGB1BP1,0.359198067
ADAM17,0.30592098
YWHAQ,2.713672743
ID2,0.659785926
RSAD2,1.664356835
CMPK2,0.570944087
RPS7,24.53683153
LAMB1,1.136917363
DLD,0.747974407
CBLL1,0.407342881
HBP1,1.12285556
CCDC71L,0.767166869
NAMPT,1.667436643
SYPL,1.245010549
TWISTNB,1.291326009
AHR,0.626735062
TSPAN13,0.967755844
ARL4A,10.08663587
IFRD1,14.02529985
ZFP277,0.390265362
DOCK4,1.259333202
DNAJB9,2.942999841
PNPLA8,0.622018478
SCFD1,0.626358198
STRN3,0.71475833
HECTD1,1.228320328
ARHGAP5,0.642786712
EGLN3,0.335965272
SPTSSA,0.625654231
EAPP,0.655636083
SNX6,0.503356366
CFL2,1.0395229
BAZ1A,1.068985947
PSMA6,1.711648307
NFKBIA,22.34092768
RALGAPA1,0.413759086
MBIP,0.332276068
CLEC14A,0.405861068
TRAPPC6B,1.267277472
PNN,1.391680274
MIA2,1.234350032
PRPF39,0.576640879
RPS29,28.82733369
RPL36AL,2.245551881
MGAT2,1.176152088
KLHDC2,0.828813705
NEMF,0.58715412
ARF6,0.953260984
SOS2,0.448952895
MAP4K5,0.388806531
SAV1,0.99877634
TMX1,0.512619724
FRMD6,0.535768295
ACTR10,0.769252656
PSMA3,6.287130438
ARID4A,0.306685241
TIMM9,1.390562535
DAAM1,0.590546673
DHRS7,0.427885189
PPM1A,1.365316335
PRKCH,1.323091711
HIF1A,8.067457265
RHOJ,4.041740508
PPP2R5E,0.43964229
WDR89,0.436941561
ZBTB1,0.492597405
HSPA2,0.315236121
CHURC1,0.377153185
MAX,1.011431132
MPP5,0.588920583
ATP6V1D,1.029534598
EIF2S1,2.422531414
VTI1B,0.930253042
ZFP36L1,4.243840736
ACTN1,1.455442763
ERH,1.621769604
SUSD6,1.84931784
SRSF5,5.080875898
SYNJ2BP,0.594312845
MED6,0.437715046
TTC9,4.831447248
RBM25,2.363532054
PSEN1,0.336430924
NUMB,0.644533393
ELMSAN1,0.352739644
NPC2,1.945346233
FCF1,0.739684422
YLPM1,0.374782281
DLST,0.987082728
PGF,13.01415612
EIF2B2,1.01988314
NEK9,0.368166585
TMED10,2.255628162
FOS,2.189706487
JDP2,1.027205834
IRF2BPL,2.515857596
AHSA1,0.619119442
SPTLC2,1.718350797
ALKBH1,1.007969482
SLIRP,0.540164625
SNW1,1.498788031
SEL1L,0.378746
FLRT2,0.457203404
ZC3H14,0.417870742
FOXN3,0.836027061
PSMC1,0.440657306
CALM1,24.90527179
PPP4R3A,0.650600735
FBLN5,4.383372273
TRIP11,0.801886653
CPSF2,0.67572434
LGMN,1.814708435
TMEM251,1.115621595
BTBD7,1.402878054
DDX24,3.161517337
IFI27,4.139052401
IFI27L2A,1.98097258
SERPINA3G,0.496554094
SERPINA3N,0.344017652
DICER1,0.438016583
GM28875,0.553826502
GLRX5,1.409408362
PAPOLA,1.200627257
SETD3,0.39734599
EVL,0.348106144
YY1,1.098953671
WARS,0.392080246
PPP2R5C,0.724591091
DYNC1H1,1.36759702
HSP90AA1,6.810543186
CDC42BPB,1.22356189
EXOC3L4,1.39774537
TNFAIP2,1.610638166
EIF5,7.869771567
MARK3,0.909219219
BAG5,0.86791595
PPP1R13B,0.699909723
2010107E04RIK,1.343218045
INF2,0.302125544
AKT1,0.619943733
AHNAK2,0.492751711
MTA1,0.36885136
CRIP2,2.794939484
CRIP1,3.082536858
ESYT2,0.511168918
RAPGEF5,1.395213311
SELENOP,6.956841281
RPL37,19.85177908
DAB2,7.335524418
RICTOR,0.336440405
OSMR,1.797840083
LIFR,0.323073718
WDR70,0.518666256
NIPBL,1.254573888
DNAJC21,0.866505989
BRIX1,1.20983161
RAI14,2.371735168
TARS,1.978272297
SUB1,4.004575107
ZFR,0.641682917
GOLPH3,0.672781374
MYO10,0.535677039
FBXL7,0.574925806
OTULIN,0.387192221
TRIO,0.393712017
DAP,0.568912517
ANKRD33B,1.192780895
6-Mar,0.432959809
CCT5,2.617925493
CPQ,0.908727889
MTDH,2.526361619
LAPTM4B,1.06493933
RPL30,29.45530587
COX6C,6.485675123
POLR2K,0.843418728
RNF19A,0.312400812
PABPC1,4.514716816
YWHAZ,3.575149777
ZFP706,1.82703892
UBR5,0.845556647
KLF10,0.765204777
AZIN1,0.755463941
FZD6,0.890691094
CTHRC1,0.468602139
DCAF13,0.661502899
EIF3E,3.92473716
EMC2,0.671118314
ENY2,1.820199007
PKHD1L1,0.410211199
TRPS1,0.315096676
EIF3H,3.623533919
UTP23,0.38597125
RAD21,0.553278638
EXT1,0.347047564
